,trackName,artistName,id,genre,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_href,uri,analysis_url
64,I Never Wanna Be Like You,Liam Gallagher,2vv85G0gGI2gwLuklvf5LX,rock,0.128,0.545,231226.0,0.6890000000000001,0.0,8.0,0.179,-6.539,0.0,0.0265,128.965,4.0,0.462,https://api.spotify.com/v1/tracks/2vv85G0gGI2gwLuklvf5LX,spotify:track:2vv85G0gGI2gwLuklvf5LX,https://api.spotify.com/v1/audio-analysis/2vv85G0gGI2gwLuklvf5LX
65,All My People / All Mankind,Liam Gallagher,2mIeS5PC4vmibgmUcMGg9g,rock,0.0448,0.205,235539.0,0.525,0.0,7.0,0.10300000000000001,-6.486000000000001,0.0,0.0333,174.063,3.0,0.17300000000000001,https://api.spotify.com/v1/tracks/2mIeS5PC4vmibgmUcMGg9g,spotify:track:2mIeS5PC4vmibgmUcMGg9g,https://api.spotify.com/v1/audio-analysis/2mIeS5PC4vmibgmUcMGg9g
66,Doesn't Have to Be That Way,Liam Gallagher,6yvufTNEoh95nPcjjtbWXo,rock,1.4800000000000002e-05,0.413,238630.0,0.972,0.875,11.0,0.611,-4.84,1.0,0.092,128.076,4.0,0.32299999999999995,https://api.spotify.com/v1/tracks/6yvufTNEoh95nPcjjtbWXo,spotify:track:6yvufTNEoh95nPcjjtbWXo,https://api.spotify.com/v1/audio-analysis/6yvufTNEoh95nPcjjtbWXo
67,I've All I Need,Liam Gallagher,2g2zaYC7BYSu9kUpmu7Tjf,rock,6.96e-05,0.537,249476.0,0.815,0.0864,1.0,0.10400000000000001,-6.02,1.0,0.0291,114.01799999999999,4.0,0.506,https://api.spotify.com/v1/tracks/2g2zaYC7BYSu9kUpmu7Tjf,spotify:track:2g2zaYC7BYSu9kUpmu7Tjf,https://api.spotify.com/v1/audio-analysis/2g2zaYC7BYSu9kUpmu7Tjf
68,Come Back to Me,Liam Gallagher,219nY3WjD9ZxpwquMQuksi,rock,0.000773,0.392,201639.0,0.8859999999999999,5.629999999999999e-05,10.0,0.192,-5.048,1.0,0.039,95.944,4.0,0.41200000000000003,https://api.spotify.com/v1/tracks/219nY3WjD9ZxpwquMQuksi,spotify:track:219nY3WjD9ZxpwquMQuksi,https://api.spotify.com/v1/audio-analysis/219nY3WjD9ZxpwquMQuksi
69,Universal Gleam,Liam Gallagher,1ukSzmXbpTpcQgyHtqXXiL,rock,0.0745,0.42200000000000004,247603.0,0.649,1.87e-06,8.0,0.218,-6.812,1.0,0.0309,77.517,4.0,0.313,https://api.spotify.com/v1/tracks/1ukSzmXbpTpcQgyHtqXXiL,spotify:track:1ukSzmXbpTpcQgyHtqXXiL,https://api.spotify.com/v1/audio-analysis/1ukSzmXbpTpcQgyHtqXXiL
70,You Better Run,Liam Gallagher,76c0MTUA6LzZSyGuuhG4bp,rock,2.44e-05,0.449,204184.0,0.93,1.84e-05,9.0,0.132,-3.7,1.0,0.0588,78.505,4.0,0.617,https://api.spotify.com/v1/tracks/76c0MTUA6LzZSyGuuhG4bp,spotify:track:76c0MTUA6LzZSyGuuhG4bp,https://api.spotify.com/v1/audio-analysis/76c0MTUA6LzZSyGuuhG4bp
71,When I'm in Need,Liam Gallagher,0qdWB1TrrnVBTPsqJ5JL19,rock,0.0017699999999999999,0.435,258885.0,0.748,1.8100000000000003e-05,1.0,0.12,-5.118,1.0,0.031,151.99,3.0,0.272,https://api.spotify.com/v1/tracks/0qdWB1TrrnVBTPsqJ5JL19,spotify:track:0qdWB1TrrnVBTPsqJ5JL19,https://api.spotify.com/v1/audio-analysis/0qdWB1TrrnVBTPsqJ5JL19
72,Paper Crown,Liam Gallagher,7mar4DMFlVi5DwbarqP38M,rock,0.0334,0.5329999999999999,208698.0,0.73,0.0,5.0,0.11699999999999999,-5.729,1.0,0.0286,141.816,4.0,0.522,https://api.spotify.com/v1/tracks/7mar4DMFlVi5DwbarqP38M,spotify:track:7mar4DMFlVi5DwbarqP38M,https://api.spotify.com/v1/audio-analysis/7mar4DMFlVi5DwbarqP38M
73,Greedy Soul,Liam Gallagher,1lgtuKQkhlOr0LySn892KY,rock,4.22e-05,0.597,214986.0,0.9109999999999999,0.00137,1.0,0.096,-4.1,1.0,0.0644,127.993,4.0,0.314,https://api.spotify.com/v1/tracks/1lgtuKQkhlOr0LySn892KY,spotify:track:1lgtuKQkhlOr0LySn892KY,https://api.spotify.com/v1/audio-analysis/1lgtuKQkhlOr0LySn892KY
74,505,Arctic Monkeys,0BxE4FqsDD1Ot4YuBXwAPp,rock,0.0028699999999999997,0.526,253587.0,0.866,7.780000000000001e-05,0.0,0.0945,-5.822,1.0,0.0568,140.266,4.0,0.248,https://api.spotify.com/v1/tracks/0BxE4FqsDD1Ot4YuBXwAPp,spotify:track:0BxE4FqsDD1Ot4YuBXwAPp,https://api.spotify.com/v1/audio-analysis/0BxE4FqsDD1Ot4YuBXwAPp
75,Feels Like 37,DMA'S,2ZyHusVdEJ9qpzoqdA6Enu,rock,0.000458,0.22899999999999998,244390.0,0.95,0.247,8.0,0.364,-1.77,1.0,0.0536,170.043,4.0,0.271,https://api.spotify.com/v1/tracks/2ZyHusVdEJ9qpzoqdA6Enu,spotify:track:2ZyHusVdEJ9qpzoqdA6Enu,https://api.spotify.com/v1/audio-analysis/2ZyHusVdEJ9qpzoqdA6Enu
76,Delete,DMA'S,5NvCLfGdPBwy4YujmiiOy9,rock,0.36,0.479,267480.0,0.593,0.0,11.0,0.10099999999999999,-4.647,1.0,0.0322,124.72200000000001,4.0,0.0982,https://api.spotify.com/v1/tracks/5NvCLfGdPBwy4YujmiiOy9,spotify:track:5NvCLfGdPBwy4YujmiiOy9,https://api.spotify.com/v1/audio-analysis/5NvCLfGdPBwy4YujmiiOy9
77,Life Is a Game of Changing,DMA'S,5UinfohEzdEgc7YBfVLHxp,rock,0.0005070000000000001,0.506,256107.0,0.9309999999999999,0.008459999999999999,9.0,0.324,-5.654,1.0,0.055999999999999994,130.032,4.0,0.396,https://api.spotify.com/v1/tracks/5UinfohEzdEgc7YBfVLHxp,spotify:track:5UinfohEzdEgc7YBfVLHxp,https://api.spotify.com/v1/audio-analysis/5UinfohEzdEgc7YBfVLHxp
78,Silver,DMA'S,1Ns4svpC1CjPNJM5lfAIsp,rock,0.00801,0.502,259859.0,0.748,0.0,4.0,0.17300000000000001,-6.037000000000001,1.0,0.0312,119.012,4.0,0.365,https://api.spotify.com/v1/tracks/1Ns4svpC1CjPNJM5lfAIsp,spotify:track:1Ns4svpC1CjPNJM5lfAIsp,https://api.spotify.com/v1/audio-analysis/1Ns4svpC1CjPNJM5lfAIsp
79,The Glow,DMA'S,6uVFApA7KaveVlZSMDzDh8,rock,1.3000000000000001e-05,0.414,174267.0,0.9079999999999999,0.0,0.0,0.249,-4.09,1.0,0.0381,149.95600000000002,4.0,0.764,https://api.spotify.com/v1/tracks/6uVFApA7KaveVlZSMDzDh8,spotify:track:6uVFApA7KaveVlZSMDzDh8,https://api.spotify.com/v1/audio-analysis/6uVFApA7KaveVlZSMDzDh8
80,Fireside,Arctic Monkeys,4atMrAadB7dS8xn9vfk9PQ,rock,0.0234,0.5379999999999999,181049.0,0.953,0.00126,9.0,0.113,-5.611000000000001,0.0,0.055999999999999994,100.03299999999999,4.0,0.74,https://api.spotify.com/v1/tracks/4atMrAadB7dS8xn9vfk9PQ,spotify:track:4atMrAadB7dS8xn9vfk9PQ,https://api.spotify.com/v1/audio-analysis/4atMrAadB7dS8xn9vfk9PQ
81,Snap Out Of It,Arctic Monkeys,0NdTUS4UiNYCNn5FgVqKQY,rock,0.249,0.728,193030.0,0.638,0.0,5.0,0.11599999999999999,-6.455,0.0,0.0336,130.014,4.0,0.872,https://api.spotify.com/v1/tracks/0NdTUS4UiNYCNn5FgVqKQY,spotify:track:0NdTUS4UiNYCNn5FgVqKQY,https://api.spotify.com/v1/audio-analysis/0NdTUS4UiNYCNn5FgVqKQY
82,Knee Socks,Arctic Monkeys,2LGdO5MtFdyphi2EihANZG,rock,0.12300000000000001,0.665,257563.0,0.542,0.0029100000000000003,11.0,0.342,-8.323,0.0,0.033,97.975,4.0,0.5870000000000001,https://api.spotify.com/v1/tracks/2LGdO5MtFdyphi2EihANZG,spotify:track:2LGdO5MtFdyphi2EihANZG,https://api.spotify.com/v1/audio-analysis/2LGdO5MtFdyphi2EihANZG
83,I Want It All,Arctic Monkeys,1j9rezdE3YeC7yktZXC1em,rock,0.000637,0.499,185406.0,0.81,0.0748,5.0,0.0625,-5.579,1.0,0.0347,131.05200000000002,4.0,0.28800000000000003,https://api.spotify.com/v1/tracks/1j9rezdE3YeC7yktZXC1em,spotify:track:1j9rezdE3YeC7yktZXC1em,https://api.spotify.com/v1/audio-analysis/1j9rezdE3YeC7yktZXC1em
84,One For The Road,Arctic Monkeys,6wNUBZNWFxdUGof6vkaykE,rock,0.212,0.415,206052.0,0.6679999999999999,0.0615,0.0,0.27,-6.849,1.0,0.036000000000000004,180.048,4.0,0.8420000000000001,https://api.spotify.com/v1/tracks/6wNUBZNWFxdUGof6vkaykE,spotify:track:6wNUBZNWFxdUGof6vkaykE,https://api.spotify.com/v1/audio-analysis/6wNUBZNWFxdUGof6vkaykE
85,Arabella,Arctic Monkeys,7nzsY8vlnKdvGOEE0rjAXZ,rock,0.0202,0.579,207357.0,0.5579999999999999,1.26e-06,2.0,0.212,-6.986000000000001,1.0,0.0895,179.949,4.0,0.506,https://api.spotify.com/v1/tracks/7nzsY8vlnKdvGOEE0rjAXZ,spotify:track:7nzsY8vlnKdvGOEE0rjAXZ,https://api.spotify.com/v1/audio-analysis/7nzsY8vlnKdvGOEE0rjAXZ
86,Why Me? Why Not.,Liam Gallagher,2EZvArENO4nZq7Re0zhEAA,rock,0.00762,0.308,218728.0,0.742,2.99e-06,9.0,0.0938,-3.61,0.0,0.0401,169.767,4.0,0.483,https://api.spotify.com/v1/tracks/2EZvArENO4nZq7Re0zhEAA,spotify:track:2EZvArENO4nZq7Re0zhEAA,https://api.spotify.com/v1/audio-analysis/2EZvArENO4nZq7Re0zhEAA
87,Be Still,Liam Gallagher,21rBVSwu6bc1zwSd6J8Xo4,rock,4.55e-05,0.43700000000000006,179616.0,0.873,0.0,4.0,0.313,-3.109,1.0,0.0384,121.90799999999999,4.0,0.462,https://api.spotify.com/v1/tracks/21rBVSwu6bc1zwSd6J8Xo4,spotify:track:21rBVSwu6bc1zwSd6J8Xo4,https://api.spotify.com/v1/audio-analysis/21rBVSwu6bc1zwSd6J8Xo4
88,Meadow,Liam Gallagher,28nIJLAEZLfr5M3OblsKvN,rock,0.0024,0.293,245784.0,0.816,0.311,2.0,0.255,-5.42,1.0,0.0391,166.114,4.0,0.153,https://api.spotify.com/v1/tracks/28nIJLAEZLfr5M3OblsKvN,spotify:track:28nIJLAEZLfr5M3OblsKvN,https://api.spotify.com/v1/audio-analysis/28nIJLAEZLfr5M3OblsKvN
89,Alright Now,Liam Gallagher,0TE8iJF4CGawEWiS1bahCP,rock,0.00481,0.43200000000000005,227855.0,0.77,6.56e-06,7.0,0.0441,-4.285,1.0,0.0464,160.032,4.0,0.493,https://api.spotify.com/v1/tracks/0TE8iJF4CGawEWiS1bahCP,spotify:track:0TE8iJF4CGawEWiS1bahCP,https://api.spotify.com/v1/audio-analysis/0TE8iJF4CGawEWiS1bahCP
90,Relight My Fire (feat. Lulu),Take That,4UGzL9fNdZPnrb9oseuDSi,pop,0.0379,0.653,251760.0,0.943,0.0,9.0,0.0989,-7.315,1.0,0.0508,122.62200000000001,4.0,0.924,https://api.spotify.com/v1/tracks/4UGzL9fNdZPnrb9oseuDSi,spotify:track:4UGzL9fNdZPnrb9oseuDSi,https://api.spotify.com/v1/audio-analysis/4UGzL9fNdZPnrb9oseuDSi
91,Greatest Day,Take That,3LF54Y7TxU5vy3YKAIfiQ4,pop,0.0647,0.45799999999999996,239320.0,0.703,3.13e-06,1.0,0.102,-6.22,1.0,0.0362,110.01700000000001,4.0,0.17,https://api.spotify.com/v1/tracks/3LF54Y7TxU5vy3YKAIfiQ4,spotify:track:3LF54Y7TxU5vy3YKAIfiQ4,https://api.spotify.com/v1/audio-analysis/3LF54Y7TxU5vy3YKAIfiQ4
92,How Deep Is Your Love,Take That,0pO9wem4wi61QD2PWFpIJQ,pop,0.698,0.785,220813.0,0.451,0.000521,4.0,0.17600000000000002,-11.731,1.0,0.0258,99.995,4.0,0.414,https://api.spotify.com/v1/tracks/0pO9wem4wi61QD2PWFpIJQ,spotify:track:0pO9wem4wi61QD2PWFpIJQ,https://api.spotify.com/v1/audio-analysis/0pO9wem4wi61QD2PWFpIJQ
93,Rule The World - Radio Edit,Take That,3yZNKN3r1USoCVij9VDSh6,pop,0.0376,0.35700000000000004,237760.0,0.774,0.0,2.0,0.348,-4.226,1.0,0.034,164.054,4.0,0.348,https://api.spotify.com/v1/tracks/3yZNKN3r1USoCVij9VDSh6,spotify:track:3yZNKN3r1USoCVij9VDSh6,https://api.spotify.com/v1/audio-analysis/3yZNKN3r1USoCVij9VDSh6
94,The Flood,Take That,2a3U3GTCvrcma7wetBtOpi,pop,0.0378,0.514,289360.0,0.83,1.43e-06,11.0,0.122,-6.077000000000001,0.0,0.044000000000000004,100.631,4.0,0.138,https://api.spotify.com/v1/tracks/2a3U3GTCvrcma7wetBtOpi,spotify:track:2a3U3GTCvrcma7wetBtOpi,https://api.spotify.com/v1/audio-analysis/2a3U3GTCvrcma7wetBtOpi
95,A Million Love Songs,Take That,3FpqqxwpiwnpEutOYM2Dan,pop,0.532,0.355,232453.0,0.395,0.0,1.0,0.0341,-14.725999999999999,1.0,0.0309,203.937,3.0,0.591,https://api.spotify.com/v1/tracks/3FpqqxwpiwnpEutOYM2Dan,spotify:track:3FpqqxwpiwnpEutOYM2Dan,https://api.spotify.com/v1/audio-analysis/3FpqqxwpiwnpEutOYM2Dan
96,Flame,Sundara Karma,2yf63OXOJ7F7dYz9UbwlBB,rock,0.00118,0.525,227367.0,0.855,0.0,7.0,0.281,-4.641,1.0,0.0522,100.02799999999999,4.0,0.21100000000000002,https://api.spotify.com/v1/tracks/2yf63OXOJ7F7dYz9UbwlBB,spotify:track:2yf63OXOJ7F7dYz9UbwlBB,https://api.spotify.com/v1/audio-analysis/2yf63OXOJ7F7dYz9UbwlBB
97,A Young Understanding,Sundara Karma,69O1kiLyWiyDlGau81SykI,rock,0.00011,0.45899999999999996,243827.0,0.9009999999999999,4.8599999999999995e-05,9.0,0.228,-4.542,1.0,0.0834,141.964,4.0,0.156,https://api.spotify.com/v1/tracks/69O1kiLyWiyDlGau81SykI,spotify:track:69O1kiLyWiyDlGau81SykI,https://api.spotify.com/v1/audio-analysis/69O1kiLyWiyDlGau81SykI
98,She Said,Sundara Karma,3ZJZjjKFxTqVGJ8QIYKMjp,rock,0.000294,0.42200000000000004,225653.0,0.9490000000000001,0.0,7.0,0.073,-3.7889999999999997,1.0,0.0694,165.032,4.0,0.635,https://api.spotify.com/v1/tracks/3ZJZjjKFxTqVGJ8QIYKMjp,spotify:track:3ZJZjjKFxTqVGJ8QIYKMjp,https://api.spotify.com/v1/audio-analysis/3ZJZjjKFxTqVGJ8QIYKMjp
99,Explore,Sundara Karma,1SvBMXnCRBMqO2UIPk8lR3,rock,0.17600000000000002,0.509,245120.0,0.84,0.006540000000000001,11.0,0.0855,-5.178,1.0,0.0546,133.532,4.0,0.47200000000000003,https://api.spotify.com/v1/tracks/1SvBMXnCRBMqO2UIPk8lR3,spotify:track:1SvBMXnCRBMqO2UIPk8lR3,https://api.spotify.com/v1/audio-analysis/1SvBMXnCRBMqO2UIPk8lR3
100,Flame - Roosevelt Remix,Sundara Karma,6qzG3miSQaTT6Ga8ahqU3s,rock,0.0275,0.6629999999999999,263033.0,0.7240000000000001,0.0415,0.0,0.0865,-6.631,1.0,0.049,109.01,4.0,0.883,https://api.spotify.com/v1/tracks/6qzG3miSQaTT6Ga8ahqU3s,spotify:track:6qzG3miSQaTT6Ga8ahqU3s,https://api.spotify.com/v1/audio-analysis/6qzG3miSQaTT6Ga8ahqU3s
101,Mardy Bum,Arctic Monkeys,2fyIS6GXMgUcSv4oejx63f,rock,0.0288,0.634,175440.0,0.599,0.0,2.0,0.19699999999999998,-5.447,1.0,0.0365,112.215,4.0,0.312,https://api.spotify.com/v1/tracks/2fyIS6GXMgUcSv4oejx63f,spotify:track:2fyIS6GXMgUcSv4oejx63f,https://api.spotify.com/v1/audio-analysis/2fyIS6GXMgUcSv4oejx63f
102,I Get By,Liam Gallagher,78I628ipFGe8v3d9dbM4Xv,rock,3.22e-06,0.38299999999999995,189737.0,0.8340000000000001,0.0202,6.0,0.0971,-3.9939999999999998,1.0,0.0388,96.008,3.0,0.779,https://api.spotify.com/v1/tracks/78I628ipFGe8v3d9dbM4Xv,spotify:track:78I628ipFGe8v3d9dbM4Xv,https://api.spotify.com/v1/audio-analysis/78I628ipFGe8v3d9dbM4Xv
103,Gone,Liam Gallagher,2BgLA9knCmBHipRH1tBk9S,rock,0.00116,0.392,225738.0,0.872,0.00782,2.0,0.302,-3.6260000000000003,1.0,0.0456,107.022,3.0,0.49200000000000005,https://api.spotify.com/v1/tracks/2BgLA9knCmBHipRH1tBk9S,spotify:track:2BgLA9knCmBHipRH1tBk9S,https://api.spotify.com/v1/audio-analysis/2BgLA9knCmBHipRH1tBk9S
104,I Wanna Be Yours,Arctic Monkeys,5XeFesFbtLpXzIVDNQP22n,rock,0.136,0.46399999999999997,183956.0,0.41700000000000004,0.022000000000000002,0.0,0.0974,-9.345,0.0,0.0256,67.528,4.0,0.479,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,spotify:track:5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n
105,Isn't It A Pity - Remastered 2014,George Harrison,25fDeVbN8AYWRriJfutwaG,rock,0.00212,0.21100000000000002,430867.0,0.653,0.106,7.0,0.0605,-7.638,1.0,0.0264,73.393,4.0,0.285,https://api.spotify.com/v1/tracks/25fDeVbN8AYWRriJfutwaG,spotify:track:25fDeVbN8AYWRriJfutwaG,https://api.spotify.com/v1/audio-analysis/25fDeVbN8AYWRriJfutwaG
106,The River,Liam Gallagher,4MmiBCpdYhJvVU5EjNEnst,rock,1.91e-05,0.433,209119.0,0.888,7.65e-05,5.0,0.36,-2.426,1.0,0.0447,117.925,4.0,0.28800000000000003,https://api.spotify.com/v1/tracks/4MmiBCpdYhJvVU5EjNEnst,spotify:track:4MmiBCpdYhJvVU5EjNEnst,https://api.spotify.com/v1/audio-analysis/4MmiBCpdYhJvVU5EjNEnst
107,"If You Were There, Beware",Arctic Monkeys,0idZZsnM7nuSYanlpKTuwV,rock,0.000938,0.32799999999999996,276200.0,0.805,0.048,4.0,0.10400000000000001,-6.74,0.0,0.0383,135.546,4.0,0.264,https://api.spotify.com/v1/tracks/0idZZsnM7nuSYanlpKTuwV,spotify:track:0idZZsnM7nuSYanlpKTuwV,https://api.spotify.com/v1/audio-analysis/0idZZsnM7nuSYanlpKTuwV
108,This House is a Circus,Arctic Monkeys,0DKvcH4SCRdhVYTxStKx9h,rock,1.8100000000000003e-05,0.47600000000000003,191680.0,0.8440000000000001,0.00196,7.0,0.272,-5.252999999999999,1.0,0.0431,155.322,4.0,0.6579999999999999,https://api.spotify.com/v1/tracks/0DKvcH4SCRdhVYTxStKx9h,spotify:track:0DKvcH4SCRdhVYTxStKx9h,https://api.spotify.com/v1/audio-analysis/0DKvcH4SCRdhVYTxStKx9h
109,Only Ones Who Know,Arctic Monkeys,71ytDkCnYc11VRiRCrhDHX,rock,0.902,0.29,184760.0,0.39899999999999997,0.0019,7.0,0.105,-10.696,0.0,0.0338,128.37,5.0,0.0965,https://api.spotify.com/v1/tracks/71ytDkCnYc11VRiRCrhDHX,spotify:track:71ytDkCnYc11VRiRCrhDHX,https://api.spotify.com/v1/audio-analysis/71ytDkCnYc11VRiRCrhDHX
110,Do Me a Favour,Arctic Monkeys,2BqfIlpahcebJPeu1IUTEo,rock,0.00013000000000000002,0.469,209253.0,0.738,0.0577,11.0,0.078,-6.638,0.0,0.0619,180.15,4.0,0.624,https://api.spotify.com/v1/tracks/2BqfIlpahcebJPeu1IUTEo,spotify:track:2BqfIlpahcebJPeu1IUTEo,https://api.spotify.com/v1/audio-analysis/2BqfIlpahcebJPeu1IUTEo
111,Balaclava,Arctic Monkeys,0ftMOhVfFm5Wbs5sZdEtsC,rock,0.00133,0.414,171227.0,0.8109999999999999,0.000129,11.0,0.33299999999999996,-4.4,0.0,0.0919,137.61700000000002,4.0,0.762,https://api.spotify.com/v1/tracks/0ftMOhVfFm5Wbs5sZdEtsC,spotify:track:0ftMOhVfFm5Wbs5sZdEtsC,https://api.spotify.com/v1/audio-analysis/0ftMOhVfFm5Wbs5sZdEtsC
112,D is for Dangerous,Arctic Monkeys,5RrHzXKmwVd5BCq4UzyJPd,rock,1.09e-05,0.555,138107.0,0.925,0.000161,1.0,0.0659,-4.689,1.0,0.0362,145.061,4.0,0.77,https://api.spotify.com/v1/tracks/5RrHzXKmwVd5BCq4UzyJPd,spotify:track:5RrHzXKmwVd5BCq4UzyJPd,https://api.spotify.com/v1/audio-analysis/5RrHzXKmwVd5BCq4UzyJPd
113,Teddy Picker,Arctic Monkeys,5kxVyCgEUND7E2QKG7JmoF,rock,0.000286,0.637,165000.0,0.963,0.000889,9.0,0.0449,-5.1160000000000005,1.0,0.0882,150.1,4.0,0.823,https://api.spotify.com/v1/tracks/5kxVyCgEUND7E2QKG7JmoF,spotify:track:5kxVyCgEUND7E2QKG7JmoF,https://api.spotify.com/v1/audio-analysis/5kxVyCgEUND7E2QKG7JmoF
114,Brianstorm,Arctic Monkeys,7f9I5WdyXm5q1XqnSYgQZb,rock,8.149999999999999e-05,0.42,172867.0,0.9740000000000001,0.00155,1.0,0.0871,-4.706,1.0,0.191,165.18200000000002,4.0,0.46299999999999997,https://api.spotify.com/v1/tracks/7f9I5WdyXm5q1XqnSYgQZb,spotify:track:7f9I5WdyXm5q1XqnSYgQZb,https://api.spotify.com/v1/audio-analysis/7f9I5WdyXm5q1XqnSYgQZb
115,Shockwave,Liam Gallagher,5DJctS0yiHX7agIGnfgnu1,rock,7.56e-06,0.434,211192.0,0.8909999999999999,0.0,2.0,0.257,-3.238,0.0,0.0439,123.958,4.0,0.39,https://api.spotify.com/v1/tracks/5DJctS0yiHX7agIGnfgnu1,spotify:track:5DJctS0yiHX7agIGnfgnu1,https://api.spotify.com/v1/audio-analysis/5DJctS0yiHX7agIGnfgnu1
116,"Wonderwall - Live from Spotify Sessions, Metropolis Studios, London",Liam Gallagher,3EfTQn30P4fqXxRf9IN7x6,rock,0.11800000000000001,0.499,198293.0,0.5479999999999999,0.0,2.0,0.125,-6.858,1.0,0.0296,87.854,4.0,0.281,https://api.spotify.com/v1/tracks/3EfTQn30P4fqXxRf9IN7x6,spotify:track:3EfTQn30P4fqXxRf9IN7x6,https://api.spotify.com/v1/audio-analysis/3EfTQn30P4fqXxRf9IN7x6
117,For What It's Worth,Liam Gallagher,5Ih40KFkj3cSzxgisQxBvX,rock,0.00746,0.489,251631.0,0.835,0.0,0.0,0.146,-4.448,1.0,0.0332,145.885,4.0,0.444,https://api.spotify.com/v1/tracks/5Ih40KFkj3cSzxgisQxBvX,spotify:track:5Ih40KFkj3cSzxgisQxBvX,https://api.spotify.com/v1/audio-analysis/5Ih40KFkj3cSzxgisQxBvX
118,Now That I've Found You,Liam Gallagher,4QSxcUAwEx5sFitOKZfQDN,rock,0.000162,0.461,200911.0,0.892,6.73e-05,0.0,0.126,-3.38,1.0,0.0397,129.999,4.0,0.573,https://api.spotify.com/v1/tracks/4QSxcUAwEx5sFitOKZfQDN,spotify:track:4QSxcUAwEx5sFitOKZfQDN,https://api.spotify.com/v1/audio-analysis/4QSxcUAwEx5sFitOKZfQDN
119,Still Take You Home,Arctic Monkeys,64a5XZCVDWwvC7gwPPCsH6,rock,0.000669,0.599,173667.0,0.946,0.0,8.0,0.0973,-4.192,1.0,0.0378,108.934,4.0,0.653,https://api.spotify.com/v1/tracks/64a5XZCVDWwvC7gwPPCsH6,spotify:track:64a5XZCVDWwvC7gwPPCsH6,https://api.spotify.com/v1/audio-analysis/64a5XZCVDWwvC7gwPPCsH6
120,Riot Van,Arctic Monkeys,4wMR4fRKMTyUJG6VAsmccv,rock,0.358,0.593,134933.0,0.33299999999999996,0.0,9.0,0.245,-14.342,1.0,0.046,103.537,4.0,0.258,https://api.spotify.com/v1/tracks/4wMR4fRKMTyUJG6VAsmccv,spotify:track:4wMR4fRKMTyUJG6VAsmccv,https://api.spotify.com/v1/audio-analysis/4wMR4fRKMTyUJG6VAsmccv
121,Red Light Indicates Doors Are Secured,Arctic Monkeys,56GFlp1dkt7dw56pQdTwqW,rock,0.00316,0.622,143627.0,0.846,0.0,11.0,0.0989,-4.831,0.0,0.0311,110.68299999999999,4.0,0.914,https://api.spotify.com/v1/tracks/56GFlp1dkt7dw56pQdTwqW,spotify:track:56GFlp1dkt7dw56pQdTwqW,https://api.spotify.com/v1/audio-analysis/56GFlp1dkt7dw56pQdTwqW
122,Dancing Shoes,Arctic Monkeys,0hAMkY2kwdXPPDfQ1e3BmJ,rock,0.00328,0.522,141133.0,0.889,0.0,1.0,0.345,-4.137,1.0,0.0461,144.499,4.0,0.852,https://api.spotify.com/v1/tracks/0hAMkY2kwdXPPDfQ1e3BmJ,spotify:track:0hAMkY2kwdXPPDfQ1e3BmJ,https://api.spotify.com/v1/audio-analysis/0hAMkY2kwdXPPDfQ1e3BmJ
123,Fake Tales Of San Francisco,Arctic Monkeys,7BuzJmV2h6eBbSDdRaDY7C,rock,0.00998,0.45399999999999996,177947.0,0.778,0.0,9.0,0.0427,-4.225,1.0,0.0449,127.15799999999999,4.0,0.7040000000000001,https://api.spotify.com/v1/tracks/7BuzJmV2h6eBbSDdRaDY7C,spotify:track:7BuzJmV2h6eBbSDdRaDY7C,https://api.spotify.com/v1/audio-analysis/7BuzJmV2h6eBbSDdRaDY7C
124,The View From The Afternoon,Arctic Monkeys,5eyTC5GZzpzlN7YRO9AoPf,rock,0.00487,0.387,222947.0,0.922,0.0,9.0,0.187,-5.192,0.0,0.0674,146.47799999999998,4.0,0.41700000000000004,https://api.spotify.com/v1/tracks/5eyTC5GZzpzlN7YRO9AoPf,spotify:track:5eyTC5GZzpzlN7YRO9AoPf,https://api.spotify.com/v1/audio-analysis/5eyTC5GZzpzlN7YRO9AoPf
125,I Bet You Look Good On The Dancefloor,Arctic Monkeys,3DQVgcqaP3iSMbaKsd57l5,rock,0.00225,0.535,173680.0,0.948,0.0,6.0,0.376,-4.19,0.0,0.0356,103.18299999999999,4.0,0.778,https://api.spotify.com/v1/tracks/3DQVgcqaP3iSMbaKsd57l5,spotify:track:3DQVgcqaP3iSMbaKsd57l5,https://api.spotify.com/v1/audio-analysis/3DQVgcqaP3iSMbaKsd57l5
126,One of Us,Liam Gallagher,6qeFKhT0Khb9ySbb5pNYT5,rock,0.00957,0.47600000000000003,205048.0,0.934,1.57e-05,5.0,0.0871,-3.739,0.0,0.0383,88.01299999999999,4.0,0.6,https://api.spotify.com/v1/tracks/6qeFKhT0Khb9ySbb5pNYT5,spotify:track:6qeFKhT0Khb9ySbb5pNYT5,https://api.spotify.com/v1/audio-analysis/6qeFKhT0Khb9ySbb5pNYT5
